title,story_points,state,type,priority,board_id,sprint_id,issue_id
mura global usps urls toevoegen aan elke icon usp,1.0,closed,Taak,Low,1,1,71789
mura global usps urls toevoegen aan elke icon usp,0.5,closed,Taak,Low,1,1,71788
mura reviews textuele reviews opzetten mura,2.0,closed,Taak,Normal,1,1,71787
mura reviews koppeling met tripadvisor,2.0,closed,Taak,Normal,1,1,71786
mura usps 3 usps en een array aan reviews met type card,0.5,closed,Taak,Normal,1,1,71785
design usps reviews op mobile slider styling voor modal maken,0.5,closed,Taak,Normal,1,1,71784
html usps 3 usps en een button voor bekijk reviews een modal,2.0,closed,Taak,Normal,1,1,71783
mura intro 3 x 3 array aanleveren voor categorie en paginas,2.0,closed,Taak,Normal,1,1,71782
html intro 3 buttons met een afbeelding en tekst,0.5,closed,Taak,Normal,1,1,71781
mura quicknav knoppen uit de translation file halen,0.5,closed,Taak,Normal,1,1,71780
html quicknav twee icons teksten,0.5,closed,Taak,Normal,1,1,71779
mura header hero afbeelding tekst knop,1.0,closed,Taak,Normal,1,1,71778
html header hero aanmaken afbeelding tekst knop,0.5,closed,Taak,Normal,1,1,71777
frontend scroll top animation clicking show less intros top page,1.0,closed,Taak,Normal,1,1,71767
mura add incentive text restaurants display restaurants listings,1.0,closed,Taak,Normal,1,1,71753
frontend connect newsletter backend mura,2.0,closed,Taak,Low,1,1,71517
apollo hotels want link page specifc page within travelclick booking engine,4.0,closed,Story,Normal,1,1,70810
apollo hotel want able input data website via mura except room prices,4.0,closed,Story,Normal,1,1,70809
user want find best hotel city im visiting based specific category,0.5,closed,Story,Normal,1,1,67231
user want see wining dining possibilities specific restaurant might interested,4.0,closed,Story,Normal,1,1,67171
user want see overview hotels decide hotel fits needs,4.0,closed,Story,Normal,1,1,67063
apollo hotels want create indepth content specific hotel page found via search engines,1.0,closed,Story,Normal,1,1,67015
user want find best hotel city im visiting based specific facilities,0.5,closed,Story,Normal,1,1,67013
user want find best hotel city im visiting based rating,0.5,closed,Story,Normal,1,1,67012
user want find best hotel city im visiting based location,0.5,closed,Story,Normal,1,1,67011
apollo hotels want highlight usps three predefined categories user easily see benefits,0.5,closed,Story,Normal,1,1,67010
apollo hotels want provide contact overview user quickly find contact details contact hotels fast,2.0,closed,Story,Normal,1,1,67008
user want view sitemap get idea structure site navigatie,1.0,closed,Taak,Normal,1,1,66447
user want easily switch preferred language available understand content,1.0,closed,Story,Normal,1,1,66421
apollo hotels want user able share specific hotel social media attract visitors,0.5,closed,Story,Normal,1,1,66411
user want get impression specific hotel see suits expectations,4.5,closed,Story,Normal,1,1,66299
user want know activities around specific hotel see neighbourhood,8.0,closed,Story,Normal,1,1,66298
user want know kind facilities specific hotel see hotel offer,2.0,closed,Story,Normal,1,1,66297
user want see overview rooms specific hotel see room fits needs,6.0,closed,Story,Normal,1,1,66242
apollo hotels want offer specific filtered page provide information found search engines,2.0,closed,Story,Normal,1,1,66237
user want see specific hotel located get directions hotel,0.5,closed,Story,Normal,1,1,66233
user want see contact information specific hotel contact,4.0,closed,Story,Normal,1,1,66232
user want navigate easily navigate website device,1.0,closed,Story,Normal,1,1,66229
user want find best hotel city im visiting based price,0.5,closed,Story,Normal,1,1,66221
aanpassen tekst die google toont bij aedes magazine,1.0,closed,Change,High,1,1,121478
bij elk artikel moet te zien zijn welke editie van het magazine het zit,2.0,closed,Story,Normal,1,1,102923
button abonneren toevoegen aan landingspagina wwwaedesmagazinenl,1.0,closed,Story,Normal,1,1,98263
titel van het artikel opnemen de titel van de pagina,1.0,closed,Taak,Normal,1,1,90056
als editor wil ik een carousel kunnen toevoegen aan een artikel,5.0,closed,Story,Normal,1,1,89782
er niet altijd een uitklapbaar kader nodig,3.0,closed,Verbetering,Normal,1,1,89434
een centrale colofon hebben alle edities,2.0,closed,Story,Normal,1,1,89423
verwijder endpoint moet zorgen dat preview en live gelijk getrokken wordt,2.0,closed,Verbetering,Normal,1,1,89005
documenten kunnen nu alleen maar opgehaald worden op basis van een group,1.0,closed,Taak,Normal,1,1,87833
als bezoeker wil ik dat images op mobiel sneller laden,5.0,closed,Verbetering,Normal,1,1,87304
pijltje naar beneden op de cover zegt niks subtiele hint,2.0,closed,Nieuw kenmerk,Normal,1,1,85930
als gebruiker wil ik naar het artikel gaan die op de cover staat,3.0,closed,Nieuw kenmerk,Normal,1,1,85929
als editor wil ik dat de dossierlijst op alfabetische volgorde getoond wordt zodat ik hier makkelijker kan zoeken,2.0,closed,Verbetering,Low,1,1,85340
als editor wil ik de foto credit kunnen laten zien bij een foto het magazine,5.0,closed,Verbetering,Normal,1,1,85321
er worden extra aanhalingstekens toegevoegd bij een streamer dit moet niet tekst tonen zoals hij uit biq komt,0.5,closed,Taak,Normal,1,1,84703
tonen van het vinkje op artikel tijdelijk verwijderen,0.5,closed,Story,Normal,1,1,83429
als editor wil ik een artikel kunnen previewen,8.0,closed,Story,Normal,1,1,83424
afhandelen van het unpublished event vanuit het magazine,2.0,closed,Story,Normal,1,1,83418
als editor wil ik een volledige editie kunnen previewen,8.0,closed,Story,Normal,1,1,83414
artikelen met de status draft opslaan de preview index,3.0,closed,Story,Normal,1,1,83412
huisjes element styling doorvoeren de galerij,3.0,closed,Story,Normal,1,1,83400
als bezoeker wil ik een overzicht van alle edities,5.0,closed,Story,Normal,1,1,83245
implementatie design voor elementen uit rte,1.0,closed,Story,Normal,1,1,83222
api edition publish via articles publish,2.0,closed,Story,Normal,1,1,83217
vinkje gelezen gerelateerde aedes magazine artikelen,1.0,closed,Story,Normal,1,1,83047
terug naar de cover button onderaan artikel,0.5,closed,Story,Normal,1,1,82340
het ophalen van gerelateerde artikelen op basis van dossier koppeling aedesnl magazine,2.0,closed,Story,Normal,1,1,82309
het ophalen van een enkele editie met daarin de artikelen de juiste volgorde cover eerste item highlights en niet highlights colofon,5.0,closed,Story,Normal,1,1,82307
het ophalen van alle publicatiesedities,5.0,closed,Story,Normal,1,1,82305
biq moet dossiers kunnen ophalen zodat zij dit kunnen koppelen aan een artikel endpoint,3.0,closed,Story,Normal,1,1,82304
maak een delete endpoint zodat biq een document kan verwijderen van es,1.0,closed,Story,Normal,1,1,82302
data van biq converteren naar es formaat en wegschrijven naar es createupdate,2.0,closed,Verbetering,Normal,1,1,82251
restrict access tot biq server zodat alleen vanaf deze server cruds op es uitgevoerd mag worden,5.0,closed,Verbetering,Normal,1,1,82249
maak een createupdate endpoint zodat biq een document kan toevoegen bijwerken es,1.0,closed,Verbetering,Normal,1,1,82248
bynder vragen voor maximale requests per dag naar de api,1.0,closed,Taak,Normal,1,1,82137
testcontent es plaatsen zodat fe aan de slag kan met het bouwen van het magazine,1.0,closed,Taak,Normal,1,1,82100
uitzoekenverwijderen content es vanuit bynder,2.0,closed,Taak,Normal,1,1,80601
uitzoeken verwijderen content es vanuit keycloak,2.0,closed,Taak,Normal,1,1,80600
uitzoekenhet mogelijk maken om content uit bynder toe te voegen aan elastic search,5.0,closed,Taak,Normal,1,1,80515
uitzoekenhet mogelijk maken om content uit keycloak toe te voegen aan elastic search,3.0,closed,Taak,Normal,1,1,80514
alleen artikelen kunnen ophalen die openbaar zijn voor publiek,2.0,closed,Taak,Normal,1,1,80513
structuur opzetten voor uitzoekendossiers op aedesnl moeten getaged kunnen worden zodat ze relatie kunnen brengen met het magazine,2.0,closed,Taak,Normal,1,1,80512
opzetten nieuwe omgeving hippo om de aedesnl features te kunnen testen,3.0,closed,Taak,Normal,1,1,80458
het mogelijk maken om een lijst van content op te halen uit elastic search op basis van metadata,0.5,closed,Taak,Normal,1,1,80455
het mogelijk maken om content vanuit aedesnl te zoeken van elastic search,6.0,closed,Taak,Normal,1,1,80453
het mogelijk maken om artikelen uit aedesnl toe te publishendepublishen aan elastic search,3.0,closed,Taak,Normal,1,1,80452
opzetten server waarop elastic search gehost gaat worden,3.0,closed,Taak,Normal,1,1,80450
ondersteuning voor de mobile browser safari ios 9 en chrome ios 9 android 44,8.0,active,Taak,Low,1,1,88035
ondersteuning voor de desktop browsers firefox safari ie11 en edge os x windows 8,8.0,active,Taak,Low,1,1,88034
als beheerder wil ik de mogelijkheid om een test alert te versturen naar een ingevuld emailadres zonder afhankelijk te zijn van een recent gepubliceerd artikel zodat ik de alerts kan testen wanneer nodig,5.0,active,Story,Low,1,1,88033
als beheerder wil ik het aantal weekly emails per artikel van de afgelopen 2 weken kunnen zien zodat ik kan controleren het publiceren van een artikel het verwachtte resultaat heeft,3.0,active,Story,Low,1,1,88032
als beheerder wil ik het aantal weekly subscribers per artikel van de afgelopen 2 weken kunnen zien zodat ik kan controleren het publiceren van een artikel het verwachtte resultaat heeft,3.0,active,Story,Low,1,1,88031
als beheerder wil ik het aantal daily emails per artikel van de afgelopen 2 weken kunnen zien zodat ik kan controleren het publiceren van een artikel het verwachtte resultaat heeft,3.0,active,Story,Low,1,1,88030
als beheerder wil ik het aantal daily subscribers per artikel van de afgelopen 2 weken kunnen zien zodat ik kan controleren het publiceren van een artikel het verwachtte resultaat heeft,3.0,active,Story,Low,1,1,88029
als beheerder wil ik het aantal direct emails per artikel van de afgelopen 2 weken kunnen zien zodat ik kan controleren het publiceren van een artikel het verwachtte resultaat heeft,3.0,active,Story,Low,1,1,88028
als beheerder wil ik het aantal direct subscribers per artikel van de afgelopen 2 weken kunnen zien zodat ik kan controleren het publiceren van een artikel het verwachtte resultaat heeft,5.0,active,Story,Low,1,1,88027
als beheerder wil ik kunnen zien de mailservice bereikbaar zodat ik meer inzicht heb indien de status van de alert processen,3.0,active,Story,Normal,1,1,88025
als beheerder wil ik kunnen zien de zoekmachine bereikbaar zodat ik meer inzicht heb indien de status van de alert processen,3.0,active,Story,Normal,1,1,88024
als beheerder wil ik kunnen zien de database bereikbaar zodat ik meer inzicht heb indien de status van de alert processen,1.0,active,Story,Normal,1,1,88023
als beheerder wil ik de mogelijkheid een direct daily weekly proces te kunnen herstarten indien blijkt dat deze langer dan de vastgestelde richtlijn bezig zodat ik zelfstandig kan handelen bij vastgelopen processen,3.0,active,Story,Low,1,1,88022
als beheerder wil ik kunnen zien een weekly alert proces idle running en vanaf wanneer zodat ik n oogopslag kan zien het alert proces goed werkt,2.0,active,Story,Normal,1,1,88021
als beheerder wil ik kunnen zien een daily alert proces idle running en vanaf wanneer zodat ik n oogopslag kan zien het alert proces goed werkt,2.0,active,Story,Normal,1,1,88020
als beheerder wil ik kunnen zien een direct alert proces idle running en vanaf wanneer zodat ik n oogopslag kan zien het alert proces goed werkt,2.0,active,Story,Normal,1,1,88019
als beheerder wil ik een knop waarmee ik een nieuwe rapportage kan opstarten zodat ik de systemen alleen belast wanneer ik een rapportage wil,3.0,active,Story,Normal,1,1,88018
user profile organisatie niet meer tonen,1.0,closed,Verbetering,Normal,1,1,120543
agenda template url titel kunnen toevoegen voor meer informatie,2.0,closed,Verbetering,Normal,1,1,120541
inhoudsopgavenavigatie nieuw dossier ook op vervolgpaginas,8.0,closed,Verbetering,Normal,1,1,120403
oogje toevoegen om wachtwoord tijdelijk zichtbaar te maken bij inloggen,5.0,closed,Verbetering,Normal,1,1,120402
autosuggest bij zoeken tijdelijk uitzetten,1.0,closed,Verbetering,Normal,1,1,120401
user profile id url vervangen met naam,8.0,closed,Verbetering,Normal,1,1,120400
agenda template locatie en plaats samenvoegen,1.0,closed,Verbetering,Normal,1,1,120392
als aedes wil ik een artikel kunnen koppelen aan een subdossier zodat ik bij een artikel het bijbehorende subdossier titel kan tonen,3.0,closed,Story,Normal,1,1,119714
als aedes wil ik aan kunnen geven een artikel pagina een vaste content pagina zodat ik hier onderscheid heb,2.0,closed,Story,Normal,1,1,119713
als aedes wil ik de subdossier pagina kunnen vullen zodat er een overzicht van subdossiers per subdossier titel,5.0,closed,Story,Normal,1,1,119712
als aedes wil ik de mogelijkheid hebben om subdossiers en subdossier titels definieren zodat deze onderaan de dossierpagina getoond kunnen worden,2.0,closed,Story,Normal,1,1,119711
als gebruiker wil ik een artikel footer zodat ik acties kan uitvoeren na het lezen van een artikel,1.0,closed,Story,Normal,1,1,119690
als gebruiker wil ik de bijbehorende experts zien van dit artikel zodat ik weet wie ik vragen kan stellen,1.0,closed,Story,Normal,1,1,119689
als gebruiker wil ik weten waar ik meer informatie kan vinden het artikel zodat ik er meer kan lezen,1.0,closed,Story,Normal,1,1,119688
als gebruiker wil ik de mening van aedes lezen bij een artikel zodat ik weet wat aedes er van vindt,2.0,closed,Story,Normal,1,1,119687
als gebruiker wil ik een vaste content pagina kunnen lezen zodat ik meer informatie kan vinden,3.0,closed,Story,Normal,1,1,119686
als gebruiker wil ik een pagina waar alle subdossiers staan per subdossier titel zodat ik meer informatie kan vinden,2.0,closed,Story,Normal,1,1,119684
als gebruiker wil ik een overzicht van alle subdossiers zodat ik nog meer informatie kan vinden,2.0,closed,Story,Normal,1,1,119683
als gebruiker wil ik de komende evenementen zien van de dossier zodat ik weet wat er aan komt,3.0,closed,Story,Normal,1,1,119682
als aedes wil ik externe experts kunnen toevoegen aan mijn artikel zodat ik ook mensen buiten aedes kan koppelen aan een artikel,3.0,closed,Story,Normal,1,1,119681
als gebruiker wil ik de bijbehorende experts zien van dit dossier zodat ik weet wie ik vragen kan stellen,1.0,closed,Story,Normal,1,1,119680
als gebruiker wil ik vragen kunnen delen duurzaamheid de community zodat ik er meer te weten kan komen,1.0,closed,Story,Normal,1,1,119679
als gebruiker wil ik een overzicht van de projecten en voorbeelden zodat ik de bijbehorende artikelen kan lezen,3.0,closed,Story,Normal,1,1,119678
als gebruiker wil ik een nieuws overzicht van een dossier hebben zodat ik de nieuwste artikelen kan lezen,3.0,closed,Story,Normal,1,1,119677
als gebruiker wil ik dossier duurzaamheid kunnen volgen zodat ik op de hoogte kan blijven van dit dossier,1.0,closed,Story,Normal,1,1,119676
als gebruiker wil ik op de landing page van duurzaamheid terecht komen zodat ik een overzicht heb van alles onder dossier duurzaamheid,2.0,closed,Story,Normal,1,1,119675
als gebruiker wil ik naar dossier duurzaamheid kunnen navigeren zodat ik de onderliggende artikelen kan lezen,2.0,closed,Story,Normal,1,1,119673
als aedes wil ik de wereld van wonen en corporaties beheren zodat de blokken dynamisch zijn,5.0,closed,Story,Normal,1,1,118318
als aedes wil ik de footer kunnen bewerken zodat ik mijn bezoeker beter kan helpen door de website,5.0,closed,Story,Normal,1,1,118316
als gebruiker wil ik een uitgebreide footer zien zodat ik sneller mijn weg kan vinden,3.0,closed,Story,Normal,1,1,118314
als aedes wil ik de aandachtsgebieden uitlichten zodat de gebruikers kunnen zien hoe aedes de sector vooruit helpt,3.0,closed,Story,Normal,1,1,118311
als gebruiker wil ik de aandachtsgebieden zien zodat ik zie hoe aedes de sector helpt,2.0,closed,Story,Normal,1,1,118310
als gebruiker wil ik een overzicht hebben van de themas zodat ik de bijbehorende artikelen kan vinden,5.0,closed,Story,Normal,1,1,118309
als aedes wil ik kunnen kiezen welke 8 onderwerpen vallen onder de veelgeraadpleegde onderwerpen zodat ik mijn bezoekers snel van dienst kan zijn van de juiste onderwerpen,3.0,closed,Story,Normal,1,1,118308
als gebruiker wil ik de veelgeraadpleegde onderwerpen zien zodat ik weet wat er speelt de branche,2.0,closed,Story,Normal,1,1,118307
als gebruiker wil ik op de hoogte blijven van mijn branche zodat ik weet wat er speelt,1.0,closed,Story,Normal,1,1,118306
als gebruiker wil ik kunnen doorklikken naar de agenda overzicht pagina zodat ik een overzicht hebt van alle opkomende events,1.0,closed,Story,Normal,1,1,118305
als gebruiker wil ik de 5 eerst volgende agenda items zien zodat ik weet welke events er aan komen,3.0,closed,Story,Normal,1,1,118304
als gebruiker wil ik kunnen doorklikken naar de artikel overzichtspagina zodat ik alle artikelen kan lezen,1.0,closed,Story,Normal,1,1,118303
als aedes wil ik bij de uitgelichte artikelen kunnen kiezen uit een foto video zodat mijn artikel de juiste aandacht trekt,5.0,closed,Story,Normal,1,1,118302
als een gebruiker wil ik vier uitgelichte artikelen zien zodat ik getriggerd wordt deze artikelen te lezen,2.0,closed,Story,Normal,1,1,118301
als een gebruiker wil ik drie uitgelichte artikelen zien zodat ik getriggerd wordt deze artikelen te lezen,3.0,closed,Story,Normal,1,1,118300
zoeksuggesties tonen van drie karakters ipv direct zoeksuggesties tonen,2.0,closed,Taak,Normal,1,1,118283
als gebruiker wil ik een aangepaste tekst zien op de registratie pagina zodat de informatie duidelijker,2.0,closed,Verbetering,Normal,1,1,114624
tekstuele wijzigingen inlog profielpagina,3.0,closed,Verbetering,Normal,1,1,114167
minder witruimte opsommingen op aedesnl,1.0,closed,Verbetering,Normal,1,1,113908
als gebruiker wil ik zien welke velden verplicht zijn bij het aanmaken van een nieuw account zodat de registratie flow makkelijker word,1.0,closed,Story,Normal,1,1,113215
als gebruiker wil ik duidelijk zien dat ik op de agenda pagina zit zodat ik deze niet door elkaar haal de zoek pagina,3.0,closed,Story,Normal,1,1,113214
als redacteur wil ik meerdere tekstvelden ed kunnen toevoegen,5.0,closed,Story,Normal,1,1,113172
accescontrolalloweorigin goed zetten zodat search posts werken vanuit de website,0.5,closed,Story,Normal,1,1,113082
als developer wil ik onderzoeken wat de beste oplossing voor het autofillen van de searchbar,3.0,closed,Story,Normal,1,1,113065
autofill zoekwoorden interne zoekmachine,3.0,closed,Story,Normal,1,1,112606
zoekresultaten rechterkolom verfijn je zoekresultaten veranderen verfijn de zoekresultaten,0.5,closed,Story,Normal,1,1,111503
avg formulier bij aanmaken nieuw account aanmaken plaatsen,5.0,closed,Story,Normal,1,1,111500
google analytics tracking id code aanpassingen,1.0,closed,Story,High,1,1,109249
als redacteur wil ik een zoektermen overzicht zien,2.0,closed,Story,Normal,1,1,108499
als redacteur wil ik het aantal volgers per dossier zien,8.0,closed,Verbetering,Normal,1,1,108498
als redactie wil ik een datum tonen bij de artikelen op de ledenpagina,2.0,closed,Verbetering,Normal,1,1,108479
tekstuele aanpassing op de loginpagina de tekst tweede bullit voorleden naar ledenpagina,1.0,closed,Verbetering,Normal,1,1,108410
add last 3 community posts communities user following context column,5.0,closed,Story,Normal,1,1,106768
private communities shown results,2.0,closed,Story,Normal,1,1,106766
visitor want search result community distinct look feel aedes result,3.0,closed,Story,Normal,1,1,106762
explanation influence search results,1.0,closed,Story,Normal,1,1,106758
titels functie en organisatie toevoegen aan profiel pagina,0.5,closed,Verbetering,Normal,1,1,106432
feedback keycloakpaginas verbeteren inloggen registreren en wachtwoord vergeten,5.0,closed,Verbetering,Normal,1,1,106431
gebruikersnaam verwijderen van keycloakpaginas inloggen registreren en wachtwoord vergeten,1.0,closed,Taak,Normal,1,1,106430
statische teksten community blok onder artikelen aanpassen,0.5,closed,Verbetering,Normal,1,1,106354
als malengo wil je niet dat gebruikers dubbel voorkomen als geupdate hiervoor zou er geaggregeerd moeten worden,8.0,closed,Taak,Normal,1,1,106337
alerts maakt geen gebruik meer van solr maar van elasticsearch om mails te versturen,5.0,closed,Taak,Normal,1,1,106336
om communities te koppelen aan een aedesnl artikel moet de applicatie communityservice de gaten houden er documenten worden gepubliceerd met een gekoppelde thread,5.0,closed,Taak,Normal,1,1,106335
aedesnl haalt informatie op uit de centrale database door middel van de document service,8.0,closed,Taak,Normal,1,1,106334
aedesnl moet opgeslagen documenten doorsturen naar de nieuwe documentservice,3.0,closed,Taak,Normal,1,1,106333
er moet een nieuwe applicatie documentservice komen die communiceerd met elastic search zodat de toekomst een centraal punt hebben om te communiceren met de centrale database,8.0,closed,Taak,Normal,1,1,106332
community knop verwijderen op ledennet pagina,0.5,closed,Change,Normal,1,1,106012
volgorde timeline ledennet verloopt niet chronologische volgorde,1.0,closed,Taak,Normal,1,1,105939
knoppen naar huidige community toevoegen etc,0.5,closed,Story,Normal,1,1,104097
1 2 keer per dag moet er een sync gedraaid worden van alle communities zodat ze doorzoekbaar zijn op aedesnl,1.0,closed,Story,Normal,1,1,104082
1 2 keer per dag moet er een sync gedraaid worden van de discussies elastic search zodat de meest recente comments worden opgehaald,5.0,closed,Story,Normal,1,1,104081
op een artikelpagina wil ik dat de gekoppelde disuccussie word opgehaald uit elastic search,5.0,closed,Story,Normal,1,1,104080
wanneer er een discussie word geselecteerd hippo wil ik dat deze elastic search komt te staan zodat malengo minder load krijgt,5.0,closed,Story,Normal,1,1,104079
binnen hippo wil ik discussies uit malengo kunnen koppelen aan artikelendossier agenda,5.0,closed,Story,Normal,1,1,104077
hoe visualiseren een community op dossier niveau,2.0,closed,Story,Normal,1,1,104076
hoe visualiseren een community op agenda item,2.0,closed,Story,Normal,1,1,104075
als redactie wil ik dat de functieomschrijving veld uit het cms gaat deze op dit moment overbodig,0.5,closed,Story,Normal,1,1,104038
als developer wil ik weten hoe ik community kan ophalen uit malengo zodat ik weet hoe dit kunnen ontsluiten op aedesnl,3.0,closed,Taak,Normal,1,1,103810
wat voegt malengo profiel toe ten opzichte van onze huidige profiel op aedesnl,3.0,closed,Taak,Normal,1,1,103808
uitzoeken integratie persoonlijke berichtenstroom van malengo,5.0,closed,Taak,Normal,1,1,103807
uitzoeken hoe de koppeling hippo gaan maken tussen aedesnl content en malengo,8.0,closed,Taak,Normal,1,1,103806
uitzoeken hoe gaan onderscheid maken tussen geautoriseerd en niet geautoriseerd gebruikers,3.0,closed,Taak,Normal,1,1,103805
caching strategy hoe gaan de informatie communities en discussies van malengo de centrale database krijgen polling vs webhook,5.0,closed,Taak,Normal,1,1,103804
edit profile embrace moet doorverwijzen naar aedes profiel,1.0,closed,Story,Normal,1,1,103728
onderzoeken welke factoren kunnen gebruiken om het onzichtbare netwerk te bepalen,3.0,closed,Taak,Normal,1,1,102928
de verschillende scenarios betrekking sso doorlopen voor malengo,5.0,closed,Story,Normal,1,1,102907
vooronderzoek hoe sso kunnen configureren keycloak met saml20 icm malengo,3.0,closed,Story,Normal,1,1,102906
als developer wil ik weten hoe ik discussie binnen een community kan ophalen uit malengo zodat ik weet hoe dit kunnen ontsluiten op aedesnl,3.0,closed,Taak,Normal,1,1,102904
community toevoegen aan content op dossierniveau,3.0,closed,Verbetering,Normal,1,1,102880
community toevoegen aan content op artikelniveau,5.0,closed,Story,Normal,1,1,102879
onderscheid ingelogdniet ingelogd en geautoriseerdniet geautoriseerd zichtbaar op aedesnl,5.0,closed,Story,Normal,1,1,102878
niet alle users keycloak zitten de defaultaedes groep waardoor de synctool niet alle users synced bv de users de documentowners groep,3.0,closed,Taak,Normal,1,1,96418
afschermen description van besloten content rss feed indien niet ingelogd,5.0,closed,Taak,Normal,1,1,96106
afgeschermde bynder assets vanuit home search en dossier moeten verwijzen naar een pagina met melding dat deze afgeschermd indien je niet ingelogd bent,2.0,closed,Story,Normal,1,1,95665
op ledennet pijl naar boven om terug naar boven te kunnen,2.0,closed,Story,Normal,1,1,95401
delen van besloten content via social media,2.0,closed,Story,Normal,1,1,95400
interactie tussen profiel en community zichtbaar maken,5.0,closed,Story,Normal,1,1,94937
onzichtbare netwerken zichtbaar maken de contextkolom van de ledennetpagina,3.0,closed,Story,Normal,1,1,94932
profielpagina uitbreiden met kennisdomeinen,3.0,closed,Story,Normal,1,1,94930
met terugwerkende kracht bestaande leden en nieuwe leden bijwerken met lid niet lid,5.0,closed,Story,Normal,1,1,94923
status afgeschermde content overzichtslijsten,2.0,closed,Story,Normal,1,1,94901
hippo cms kunnen aangeven content welniet exclusief voor aedesleden ingelogd,3.0,closed,Story,Normal,1,1,94900
agendaitem publicatiedatum updatedatum toevoegen,1.0,closed,Verbetering,Normal,1,1,94817
agendaitems nieuwsfeed datumveld vervangen door organisator,1.0,closed,Verbetering,Normal,1,1,94816
sorteren persoonlijke nieuwsfeed en search op datum,3.0,closed,Story,Normal,1,1,94808
artikel met video newsfeed met thumbnail van video en play icoon eroverheen,3.0,closed,Story,Normal,1,1,94701
auteur dynamisch inladen op persoonlijke nieuwsfeed,1.0,closed,Story,Normal,1,1,94650
fix inconsistency constructor arguments elasticsearchupdater esendpint essearchendpoint,2.0,closed,Taak,Normal,1,1,94640
telefoonnummers op profielpagina als klikbaar nummer opnemen zodat je rechtstreeks vanaf de pagina kan bellen,1.0,closed,Verbetering,Normal,1,1,94428
implementatie carrousel populaire content,2.0,closed,Story,Normal,1,1,94190
data voor de ledennet koppelen met template,3.0,closed,Taak,Normal,1,1,94184
implementatie carrousel meest gewaaardeerde content,5.0,closed,Story,Normal,1,1,94176
implementatie design persoonlijke nieuwsfeed,2.0,closed,Story,Normal,1,1,94175
bij het toekennen van een eigenaar aan een fc pagina hippo wordt de afbeelding niet uitgelezen,0.5,closed,Story,Normal,1,1,94145
deprecated veld eigenaren oud verwijderen van feiten cijfers infographic paginatype,0.5,closed,Taak,Normal,1,1,94110
ledennet pagina alleen tonen aan aedes leden anders melding formulier tonen,1.0,closed,Story,Normal,1,1,94035
afgeschermde content alleen tonen aan aedes leden anders meldingformulier tonen,1.0,closed,Story,Normal,1,1,94034
bepalen iemand lid van aedes op basis van domeinnaam email,1.0,closed,Story,Normal,1,1,94032
melding afgeschermde content voor ingelogde gebruikers die geen aedeslid zijn,2.0,closed,Story,Normal,1,1,94031
versie van feed zonder en met dossier aanduiding,2.0,closed,Taak,Normal,1,1,93663
ontwikkelen afgeschermde contentpagina voor nietinlog bezoekers,5.0,closed,Story,Normal,1,1,93347
design afgeschermde contentpagina voor nietingelogde bezoekers,3.0,closed,Story,Normal,1,1,93345
aanpassen inlogpagina profiel invoervelden vergroten,2.0,closed,Story,Normal,1,1,93342
bepalen hoe populaire content en aan dossier gekoppelde content uitlezen weergeven de persoonlijke nieuwsfeed,5.0,closed,Taak,Normal,1,1,93027
overzichtspagina instrumenten uitbreiden door bynderassets toe te voegen,3.0,closed,Story,Normal,1,1,92994
uitzoeken feiten en cijfers infographic hoe deze nu gemaakt nog voldoet,3.0,closed,Taak,Normal,1,1,92976
pager bij het ophalen van informatie uit elastic search,5.0,closed,Story,Normal,1,1,92974
opzet maken voor hoe assets de zoekresultaten feed getoond gaan worden,3.0,closed,Taak,Normal,1,1,92971
synctool uitbreiden om ook top 5 langst gelezen artikelen elasticsearch te krijgen,0.5,closed,Story,Normal,1,1,92947
synctool uitbreiden om ook top 5 laatste maand van populaire artikelen elasticsearch te krijgen,5.0,closed,Story,Normal,1,1,92945
review artikelen van aedesnl aedesmagazine ophalen op basis van flagged content,1.0,closed,Story,Normal,1,1,92942
aedesmagazinel content taggen als pushcontent,2.0,closed,Story,Normal,1,1,92940
review aedesnl content taggen als pushcontent,1.0,closed,Story,Normal,1,1,92938
review artikelen van aedesnl aedesmagazine ophalen op basis van dossiers,1.0,closed,Story,Normal,1,1,92933
synctool uitbreiden om ook profiel informatie elasticsearch te krijgen,3.0,closed,Story,Normal,1,1,92931
release assistent aanwijzen binnen label zodat je regelmatig kan releasen en niet door de release afgeleid wordt,0.5,closed,Taak,Normal,1,1,92058
contextkolom ledennetpagina vraag het aedes,1.0,closed,Story,Normal,1,1,92052
contextkolom ledennetpagina handige links,2.0,closed,Story,Normal,1,1,92051
contextkolom ledennetpagina profiellink foto,2.0,closed,Story,Normal,1,1,92049
heroarticle op ledennet pagina redactioneel,3.0,closed,Story,Normal,1,1,92046
voor leden heeft duidelijke status bij ingelogduitgelogd,1.0,closed,Story,Normal,1,1,92045
inventariseren implementatie van de relevance module,8.0,closed,Taak,Normal,1,1,92013
inventariseren implementatie van het kennisdomein concept,3.0,closed,Taak,Normal,1,1,92012
aanleveren bronbestanden van de huidige versie van het design ledennet gemaakt door fabrique,1.0,closed,Taak,Normal,1,1,92011
backlog grooming fase 3 issues aanvullen met issues nav nieuwe inzichten fase 2,2.0,closed,Taak,Normal,1,1,92009
inventariseren berichtenstroom gebruikers kunnen berichten naar elkaar versturen waaronder naar aedes,5.0,closed,Taak,Normal,1,1,92006
